0,2.88499936
1,3.11691507
2,3.11691507
3,3.138115125
4,3.138115125
5,3.138115125
6,3.138115125
7,3.138115125
8,3.138115125
9,3.138115125
10,3.138115125
11,3.138115125
12,3.138115125
13,3.138115125
14,3.272382115
15,3.272382115
16,3.272382115
17,3.272382115
18,3.272382115
19,3.272382115
20,3.272382115
21,3.272382115
22,3.272382115
23,3.272382115
24,3.272382115
25,3.272382115
26,3.272382115
27,3.272382115
28,3.272382115
29,3.272382115
30,3.38609148
31,3.38609148
32,3.38609148
33,3.38609148
34,3.38609148
35,3.38609148
36,3.38609148
37,3.38609148
38,3.38609148
39,3.38609148
40,3.38609148
41,3.38609148
42,3.38609148
43,3.38609148
44,3.38609148
45,3.38609148
46,3.38609148
47,3.38609148
48,3.38609148
49,3.38609148
50,3.38609148
51,3.38609148
52,3.38609148
53,3.38609148
54,3.38609148
55,3.38609148
56,3.38609148
57,3.38609148
58,3.38609148
59,3.38609148
60,3.38609148
61,3.38609148
62,3.38609148
63,3.38609148
64,3.38609148
65,3.38609148
66,3.38609148
67,3.38609148
68,3.38609148
69,3.38609148
70,3.38609148
71,3.38609148
72,3.38609148
73,3.38609148
74,3.38609148
75,3.38609148
76,3.38609148
77,3.38609148
78,3.38609148
79,3.38609148
80,3.38609148
81,3.38609148
82,3.38609148
83,3.38609148
84,3.38609148
85,3.38609148
86,3.38609148
87,3.38609148
88,3.38609148
89,3.38609148
90,3.38609148
91,3.38609148
92,3.38609148
93,3.38609148
94,3.38609148
95,3.38609148
96,3.38609148
97,3.38609148
98,3.38609148
99,3.38609148
100,3.38609148
101,3.38609148
102,3.38609148
103,3.38609148
104,3.38609148
105,3.38609148
106,3.38609148
107,3.38609148
108,3.38609148
109,3.38609148
110,3.38609148
111,3.38609148
112,3.38609148
113,3.38609148
114,3.38609148
115,3.38609148
116,3.38609148
117,3.38609148
118,3.38609148
119,3.38609148
120,3.38609148
121,3.38609148
122,3.38609148
123,3.38609148
124,3.38609148
125,3.38609148
126,3.38609148
127,3.38609148
128,3.38609148
129,3.38609148
130,3.38609148
131,3.38609148
132,3.38609148
